#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        VOLUME          
16300000        9999999999      -2010.2580      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16400000        9999999999      -2045.7272      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16500000        9999999999      -2034.5722      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16600000        9999999999      -2137.4377      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16700000        9999999999      -2151.1767      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16800000        9999999999      -2002.1337      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16900000        9999999999      -2057.4154      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17000000        9999999999      -2041.0678      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17100000        9999999999      -2094.2269      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17200000        9999999999      -2098.8892      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17300000        9999999999      -2077.9690      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17400000        9999999999      -2045.6068      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17500000        9999999999      -2093.5712      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17600000        9999999999      -2074.5554      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17700000        9999999999      -2144.5517      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17800000        9999999999      -2101.2002      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
17900000        9999999999      -2091.3220      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18000000        9999999999      -2060.8724      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18100000        9999999999      -2094.2440      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18200000        9999999999      -2073.9477      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18300000        9999999999      -2113.0392      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18400000        9999999999      -2028.6084      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18500000        9999999999      -2108.6463      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18600000        9999999999      -2086.3570      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18700000        9999999999      -2027.7927      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18800000        9999999999      -2162.0884      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
18900000        9999999999      -2042.7232      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19000000        9999999999      -2073.8708      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19100000        9999999999      -2104.0851      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19200000        9999999999      -2060.8275      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19300000        9999999999      -2078.6468      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19400000        9999999999      -2016.8959      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19500000        9999999999      -2103.5265      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19600000        9999999999      -2135.9074      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19700000        9999999999      -2065.7411      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19800000        9999999999      -2119.5112      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
19900000        9999999999      -2006.2427      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
20000000        9999999999      -2107.9890      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
